Sno,Weight
0,0.019144148
1,-0.058432005
2,-0.056958962
3,0.008884911
4,-0.046537258
5,0.04410664
6,0.034434874
7,0.032760493
8,-0.0043624165
9,-0.043068312
10,0.11835655
11,-0.054332066
12,0.063563175
13,0.0138261225
14,-0.075520165
15,-0.054853253
16,-0.071110226
17,0.03768031
18,0.049551655
19,-0.051896896
20,0.07309317
21,-0.052378546
22,0.06040172
23,0.013905457
24,0.057482265
25,-0.04937074
26,0.015136709
27,0.04238406
28,-0.07635376
29,-0.014329943
30,-0.08272423
31,-0.008314522
32,0.08494276
33,0.024423987
34,0.008230131
35,0.03339968
36,-0.088263065
37,0.04182705
38,-0.03553809
39,-0.06208576
40,-0.01549183
41,0.013086762
42,0.0109831225
43,0.01169519
44,-0.041269526
45,-0.05233272
46,-0.004802367
47,-0.008715945
48,-0.01915769
49,-0.018092638
50,0.038032357
51,0.01340579
52,-0.049434315
53,-0.006231354
54,0.009391444
55,-0.0108974865
56,0.031257074
57,-0.010214683
58,0.054036308
59,0.073399685
60,-0.047042638
61,0.034841433
62,0.0012242066
63,-0.0010404929
64,0.04172127
65,0.051903833
66,0.022690471
67,-0.005565876
68,-0.06548453
69,-0.011648435
70,0.029742835
71,-0.010015948
72,-0.04064775
73,-0.07257676
74,-0.0054417383
75,-0.04182255
76,0.010789827
77,0.0086292615
78,0.025555955
79,0.077632934
80,0.01067646
81,-0.057641428
82,0.014926449
83,0.008243257
84,0.039012875
85,0.022027967
86,0.011788273
87,-0.0008876368
88,0.021892764
89,-0.042930398
90,0.030339684
91,-0.087989286
92,-0.027000582
93,0.017682606
94,0.06512665
95,-0.08623966
96,-0.026761696
97,0.027544308
98,0.017283427
99,0.010527627
100,-0.073044986
101,0.019046554
102,-0.008056318
103,0.053218935
104,0.042460572
105,-0.015312025
106,-0.057042044
107,-0.036922712
108,-0.054025687
109,-0.034233008
110,0.023679283
111,-0.0052036303
112,-0.03055079
113,-0.045639057
114,0.018112132
115,0.028123947
116,-0.05322467
117,-0.030250764
118,-0.10477279
119,-0.041837227
120,-0.050888117
121,-0.029747572
122,-0.06602252
123,-0.014959912
124,-0.007683144
125,-0.05356791
126,0.025230577
127,-0.037976474
128,0.018762527
129,0.058203295
130,-0.011637073
131,0.026164621
132,0.054272067
133,0.026361167
134,0.016974505
135,0.036274143
136,-0.0757271
137,0.041130673
138,-0.06971917
139,0.04422316
140,0.020425757
141,0.042507276
142,0.05367182
143,0.050956026
144,-0.07091592
145,0.03928652
146,0.029324153
147,0.07226008
148,-0.06749628
149,0.018272817
150,-0.08692048
151,0.039295316
152,0.045707144
153,0.056197885
154,0.020727256
155,0.004621141
156,0.037635207
157,0.016514637
158,0.045853727
159,-0.06780369
160,0.0015296575
161,-0.017276596
162,0.032525633
163,0.020921744
164,-0.08833202
165,-0.0055247657
166,0.012812804
167,-0.09258675
168,0.023730692
169,0.022175191
170,0.05558738
171,-0.066423155
172,0.059259195
173,0.05551619
174,0.05917154
175,0.034795202
176,0.04123643
177,0.04031118
178,-0.009487731
179,0.059667796
180,0.04322739
181,0.04638681
182,-0.06999027
183,0.04751062
184,0.0068665543
185,0.014722983
186,-0.056963433
187,-0.0678183
188,0.04517665
189,-0.0075520338
190,0.03596522
191,0.045976903
192,0.007231533
193,-0.073811874
194,-0.049457546
195,0.026568556
196,0.021465976
197,0.038829204
198,0.02333155
199,-0.04327282
200,0.020954337
201,0.0053843036
202,0.04471457
203,-0.041992154
204,-0.026305778
205,0.07576873
206,0.027984388
207,-0.0693572
208,0.035016943
209,0.012532887
210,0.030251687
211,0.0103890095
212,0.025395695
213,-0.067239925
214,0.051669564
215,0.072419696
216,0.025057958
217,0.033013456
218,0.03968067
219,0.05360425
220,0.025644517
221,0.046627317
222,0.009167855
223,0.0012127784
224,-0.042842418
225,0.036341805
226,0.01805492
227,-0.0750422
228,-0.07329078
229,0.021327546
230,-0.08313758
231,0.017533436
232,0.023723397
233,0.030142602
234,0.06626876
235,0.029420003
236,0.023393085
237,0.043971963
238,0.01457356
239,0.005972681
240,0.016568514
241,-0.045634218
242,-0.0038004438
243,-0.033977106
244,0.070362575
245,0.052830726
246,0.10965237
247,0.05900729
248,0.013087517
249,-0.08592341
250,-0.07011323
251,0.076429896
252,-0.03641007
253,0.051516812
254,0.035361797
255,-0.03791146
256,0.03143439
257,-0.05862912
258,0.063258745
259,0.021482779
260,0.041113693
261,0.027129868
262,0.04085579
263,0.046913408
264,-0.0803862
265,-0.0391018
266,-0.06074234
267,0.052146677
268,0.064300984
269,0.02367331
270,-0.0056663607
271,0.02703986
272,-0.07119735
273,-0.03141828
274,0.014852123
275,-0.061964758
276,0.05740986
277,0.014593324
278,0.0687593
279,0.0312749
280,-0.050814353
281,0.007738453
282,0.046739712
283,0.0053196587
284,0.034842085
285,0.052357085
286,0.038127128
287,-0.06781532
288,-0.012838353
289,0.050370906
290,-0.041028466
291,0.0047472185
292,-0.06730229
293,-0.0034057922
294,0.07217021
295,-0.09265025
296,0.04671536
297,0.03673468
298,-0.03304251
299,0.05254998
300,0.029225389
301,0.026680525
302,0.0232955
303,0.051926766
304,-0.060590334
305,0.046669073
306,0.02899204
307,-0.060740676
308,0.059348136
309,0.0081643285
310,-0.07007057
311,0.029717835
312,-0.062015235
313,0.05700545
314,0.03137779
315,-0.07775017
316,0.063988075
317,0.042786896
318,0.058576744
319,0.043881964
320,-0.013824714
321,0.013659285
322,-0.0026214859
323,0.047948502
324,0.05748709
325,-0.059684094
326,0.000812623
327,0.06750409
328,0.048073854
329,0.04489199
330,0.02898112
331,0.04920438
332,-0.07203672
333,-0.069239266
334,0.007082546
335,0.027468834
336,0.036495794
337,-0.008844905
338,-0.0459019
339,0.02223709
340,0.047564752
341,-0.040044624
342,0.049997702
343,-0.06308301
344,0.056017537
345,0.069493465
346,-0.004328238
347,0.023734348
348,0.049990013
349,0.012701118
350,-0.017949
351,0.01388844
352,0.019189173
353,0.019969644
354,0.0381621
355,0.07793741
356,0.07043329
357,0.03305597
358,-0.083172195
359,0.052380476
360,0.019189956
361,0.024528915
362,0.02864425
363,-0.014579771
364,0.04209488
365,-0.065129034
366,-0.05369952
367,0.03678633
368,0.03267533
369,0.03303553
370,-0.0038992607
371,0.020804243
372,-0.001738898
373,-0.060569305
374,0.047407128
375,0.048510313
376,-0.006735812
377,-0.086156964
378,-0.070436195
379,-0.098515145
380,0.042775944
381,0.00023333573
382,0.023346119
383,-0.018146913
384,0.020670196
385,-0.056281723
386,-0.02206218
387,-0.03354439
388,-0.012452549
389,-0.007040698
390,0.0024586814
391,0.00586714
392,0.060820404
393,0.052176286
394,-0.051655497
395,0.029127048
396,-0.03829472
397,-0.04323578
398,-0.022299314
399,0.019976769
400,-0.07064162
401,-0.046562117
402,-0.012500264
403,-0.061447002
404,0.029591782
405,0.015886335
406,-0.086946286
407,0.005402384
408,-0.07384379
409,-0.027487326
410,-0.037788637
411,0.023962809
412,0.0058442224
413,0.021473024
414,-0.027467418
415,0.045479633
416,-0.061617512
417,0.018731616
418,0.039170478
419,0.020628326
420,0.11645814
421,-0.04769485
422,-0.01254303
423,0.044572446
424,0.05076329
425,0.024157122
426,-0.03367009
427,0.055075046
428,0.0019095276
429,0.027762376
430,0.022389663
431,-0.0770767
432,0.06882778
433,0.03706189
434,-0.022534909
435,-0.05997158
436,-0.04950453
437,0.027113505
438,0.05144344
439,0.019591061
440,0.007788479
441,-0.0771725
442,-0.034337725
443,0.007842291
444,-0.018224608
445,-0.026807139
446,-0.04140302
447,0.043998525
448,-0.013182519
449,0.035282828
450,-0.034074217
451,0.020239115
452,0.039041877
453,0.07199041
454,-0.06092673
455,0.05406322
456,0.043309126
457,0.036321193
458,0.0076450384
459,0.039066065
460,0.054723114
461,-0.06990506
462,-0.046538778
463,0.040368717
464,-0.0017574903
465,0.06457883
466,0.05590254
467,0.021654984
468,-0.029422931
469,0.015090253
470,0.045782585
471,-0.063508
472,-0.03692609
473,-0.071066976
474,0.0055432916
475,-0.095175974
476,0.004381741
477,0.0101340925
478,0.0055496376
479,-0.0116430875
480,0.07221157
481,0.008207793
482,0.015384103
483,-0.07518811
484,-0.0732015
485,0.01206598
486,0.06791142
487,-0.06169392
488,-0.041570347
489,0.03976587
490,0.018703274
491,-0.115167074
492,0.0197311
493,0.06870638
494,0.0466247
495,-0.006840342
496,0.03834483
497,0.0500183
498,0.024113383
499,0.04296237
500,0.0006951628
501,-0.060838252
502,-0.10852465
503,0.04113793
504,0.00054273044
505,-0.053122014
506,0.04379042
507,0.029620444
508,0.026328664
509,0.00017349444
510,-0.040945727
511,-0.017608339
512,-0.027327126
513,0.07444301
514,-0.04532188
515,0.06641251
516,0.019135186
517,0.021829622
518,-0.0011038692
519,-0.024032848
520,0.071772136
521,0.016640676
522,-0.09113715
523,0.048003864
524,-0.037579544
525,-0.09036512
526,-0.076073915
527,0.024520885
528,0.05421264
529,0.00863859
530,-0.047435243
531,-0.06140662
532,-0.067471094
533,0.063573845
534,0.059922643
535,-0.04388705
536,0.053676974
537,-0.07421909
538,-0.030142065
539,-0.038788904
540,0.023601532
541,-0.0526154
542,0.00636455
543,0.045299932
544,0.00063523
545,-0.042244695
546,0.0077687395
547,0.00490031
548,0.053430524
549,-0.024696866
550,-0.039069254
551,-0.09241333
552,-0.058244336
553,-0.0037374673
554,0.0117643215
555,-0.066792816
556,-0.011392426
557,0.01749135
558,-0.06759697
559,-0.07708357
560,-0.04127504
561,-0.014591939
562,-0.00035674308
563,-0.054503165
564,0.04239422
565,-0.005420207
566,0.06383263
567,-0.029815627
568,-0.05857694
569,-0.056681953
570,0.036919575
571,0.041399643
572,-0.002550875
573,-0.026699908
574,0.0058855223
575,0.009563232
576,-0.045412544
577,-0.07386273
578,0.016384885
579,-0.03901555
580,0.015105763
581,-0.03743677
582,-0.06030855
583,-0.04377002
584,-0.037567973
585,0.007784221
586,0.048516028
587,-0.0037058583
588,0.0036162615
589,-0.068830766
590,0.015629604
591,-0.07024281
592,-0.02288839
593,0.0050032395
594,-0.026892621
595,0.005058136
596,0.003921887
597,-0.031536877
598,0.009259347
599,-0.05310971
600,-0.017341882
601,0.04872721
602,-0.021815455
603,0.043055728
604,0.016295565
605,-0.05868854
606,-0.0060608676
607,-0.03201725
608,0.026364109
609,-0.010213107
610,-0.036620695
611,-0.036556568
612,0.036847055
613,0.008764722
614,-0.08326797
615,-0.061784845
616,-0.0068073007
617,0.020873126
618,0.07376159
619,-0.09007244
620,-0.00092348317
621,-0.065062486
622,-0.022345802
623,0.0111264065
624,-0.030545402
625,0.044477444
626,0.006247178
627,0.018776832
628,0.004140656
629,0.058461983
630,-0.05043969
631,-0.007203978
632,-0.015475979
633,0.054219414
634,0.039943006
635,-0.004566703
636,0.025370957
637,0.027960334
638,0.021257104
639,-0.015919395
640,-0.03911121
641,-0.031892963
642,0.032876182
643,0.025347082
644,-0.016964827
645,-0.0024479015
646,-0.00522711
647,-0.016465371
648,-0.08053084
649,-0.061805766
650,0.005595678
651,0.019460993
652,-0.024357596
653,0.018056951
654,0.0787807
655,0.0010704495
656,0.06968269
657,-0.049176082
658,-0.06151775
659,-0.009215901
660,-0.06752555
661,-0.004563939
662,-0.07440556
663,0.051633302
664,0.045080446
665,0.0015962963
666,0.003628335
667,-0.02618737
668,0.028249959
669,-0.06619632
670,-0.049881447
671,0.03987185
672,-0.0003387882
673,-0.016798908
674,-0.054294415
675,-0.001667767
676,0.0016277664
677,-0.047795013
678,-0.05931425
679,-0.09242153
680,-0.057793275
681,-0.023337321
682,-0.10042011
683,-0.066468455
684,-0.041533533
685,-0.051170066
686,0.058264013
687,0.05860551
688,-0.06055045
689,0.025017826
690,-0.0007305234
691,-0.06301978
692,-0.009206731
693,-0.0513144
694,-0.06988676
695,-0.02547967
696,-0.061300576
697,-0.07713688
698,-0.04522789
699,0.042927086
700,-0.047552414
701,0.011444269
702,-0.018758627
703,-0.033217918
704,-0.027145814
705,-0.073442265
706,0.030406076
707,-0.03933053
708,0.019085178
709,-0.034260914
710,0.020841708
711,-0.04375046
712,-0.037607457
713,0.011373541
714,1.1700249e-05
715,-0.041877776
716,0.06355475
717,-0.04587166
718,0.0838022
719,-0.06994889
720,-0.017629782
721,0.07866986
722,-0.014022811
723,0.0024163339
724,0.03116464
725,-0.059571657
726,0.01803668
727,-0.06360366
728,0.0013890517
729,-0.047382843
730,0.0021597557
731,-0.07948027
732,-0.041377913
733,-0.057862744
734,-0.037277494
735,0.008180937
736,-0.062663406
737,-0.004656671
738,-0.03729788
739,0.06695389
740,0.027221905
741,-0.036581602
742,0.062400706
743,0.04993198
744,-0.01399002
745,0.04474174
746,0.09601518
747,0.0065410538
748,0.005449476
749,-0.01636161
750,-0.015601138
751,-0.041464332
752,-0.028073303
753,0.053484134
754,-0.061021842
755,-0.034121405
756,0.022445139
757,-0.038787093
758,-0.03256154
759,0.015881753
760,0.058304157
761,-0.08582437
762,0.038832173
763,-0.030648641
764,-1.0594391e-05
765,-0.0011015327
766,-0.014402675
767,0.08392782
768,-0.03168591
769,-0.033208042
770,-0.056969352
771,-0.00026533045
772,0.026867196
773,-0.0046803243
774,-0.0068450733
775,-0.015409304
776,-0.080319524
777,-0.061894882
778,-0.08861646
779,-0.049113274
780,-0.030150294
781,0.00872822
782,-2.1498505e-05
783,-0.052287363
784,-0.06314525
785,-0.039817717
786,-0.061261814
787,-0.02013626
788,-0.06752572
789,-0.0069113923
790,-0.03451696
791,-0.049962524
792,-0.055391118
793,-0.13003322
794,0.019813001
795,-0.038991325
796,0.101766795
797,-0.04058479
798,0.06976169
799,-0.05761634
800,-0.038674902
801,-0.017464401
802,-0.05229894
803,-0.059252385
804,0.07711048
805,-0.047606006
806,-0.04329686
807,-0.09241724
808,-0.032531038
809,-0.041801464
810,-0.048825994
811,-0.06646502
812,-0.041522842
813,-0.06791541
814,0.036909655
815,-0.023019956
816,-0.060546525
817,-0.03124543
818,-0.02526302
819,0.105978146
820,-0.04955876
821,-0.051420826
822,-0.0052226996
823,-0.029955335
824,-0.05070743
825,-0.028660707
826,-0.051655564
827,-0.012809536
828,-0.007206994
829,-0.026975425
830,0.04357647
831,-0.0012218332
832,-0.010508272
833,-0.069404095
834,-0.03208873
835,-0.0033401654
836,0.01585749
837,-0.059500873
838,-0.060827397
839,0.028875565
840,-0.024589146
841,0.013996803
842,0.016593061
843,-0.041826475
844,-0.04713973
845,-0.03432998
846,0.045819364
847,-0.07030696
848,0.006863899
849,-0.020303203
850,-0.0009140431
851,0.012374726
852,-0.023589382
853,-0.06849365
854,-0.023784965
855,-0.0631127
856,-0.0055189165
857,-0.05307632
858,-0.038031876
859,-0.012356923
860,0.012722957
861,-0.036676913
862,-0.033173915
863,-0.018019753
864,-0.06786199
865,-0.05532424
866,-0.037346613
867,-0.027848879
868,-0.021719722
869,0.03945047
870,-0.027718792
871,-0.050635993
872,0.078124255
873,-0.0058078305
874,-0.02009213
875,0.01533922
876,-0.007677621
877,-0.009553834
878,0.0051590377
879,-0.02032997
880,-0.02280053
881,0.055291798
882,0.07589483
883,-0.02855639
884,0.0051496746
885,-0.05629615
886,0.02409359
887,-0.03957995
888,0.09176467
889,-0.08603666
890,-0.06899966
891,-0.03417936
892,-0.004094647
893,0.032667153
894,-0.0053007663
895,-0.018197143
896,-0.015233675
897,-0.03284237
898,0.026681846
899,-0.043001376
900,0.0056351637
901,-0.012429636
902,0.0060720043
903,-0.020218194
904,-0.07966714
905,-0.06183342
906,-0.042740587
907,0.013455353
908,-0.035910755
909,0.006101027
910,-0.088535465
911,-0.051189553
912,-0.071211055
913,-0.05841478
914,-0.0026188216
915,0.046390623
916,-0.06749248
917,-0.029155033
918,-0.07429301
919,-0.05120358
920,-0.056386333
921,0.085012674
922,-0.0010505673
923,-0.038521033
924,-0.032365166
925,-0.06696114
926,-0.06836873
927,-0.067726344
928,0.028876834
929,-0.018634733
930,-0.052635062
931,-0.0010864515
932,0.027067173
933,-0.04768401
934,-0.0059445733
935,-0.030810684
936,-0.031345412
937,-0.009898678
938,0.033166226
939,-0.066459216
940,-0.041502785
941,-0.0371167
942,-0.067610435
943,-0.019703826
944,-0.06057173
945,0.030088648
946,-0.027534585
947,-0.07900103
948,-0.011308835
949,-0.031681206
950,-0.023489319
951,-0.030808993
952,-0.050043277
953,-0.05153555
954,0.038680892
955,-0.07766961
956,-0.038417686
957,-0.026870025
958,-0.020545846
959,-0.014469227
960,-0.09574034
961,-0.033559468
962,-0.049057543
963,-0.039243404
964,-0.005588456
965,-0.059707016
966,-0.060246367
967,-0.03763624
968,-0.03773651
969,0.00049399654
970,0.025050968
971,-0.042085666
972,0.065271765
973,-0.053575538
974,0.07051357
975,-0.070196256
976,-0.0063121226
977,-0.05791696
978,0.018691959
979,0.015042604
980,-0.018754365
981,-0.03908722
982,0.010243443
983,-0.046242766
984,0.042462703
985,-0.04512989
986,-0.038692914
987,-0.02377066
988,-0.032068852
989,-0.057987053
990,0.034586925
991,0.005462247
992,-0.03588234
993,0.09434034
994,-0.037083533
995,-0.038993374
996,-0.022248963
997,-0.0064243097
998,-0.08319239
999,-0.062104307
1000,-0.02027062
1001,-0.005772711
1002,-0.07162597
1003,0.025171908
1004,0.0014417949
1005,-0.06514025
1006,0.008186638
1007,0.030188648
1008,-0.024908843
1009,0.054753833
1010,0.08337289
1011,-0.022355404
1012,0.08791612
1013,-0.02653276
1014,0.04348942
1015,-0.034538984
1016,-0.027681775
1017,-0.037146803
1018,-0.07044425
1019,-0.023051009
1020,0.0046042684
1021,-0.06761974
1022,-0.03728049
1023,-0.037946705
1024,-0.03998375
1025,-0.031189613
1026,-0.038677137
1027,-0.0117379045
1028,-0.039616983
1029,-0.03155957
1030,0.0006315503
1031,-0.018910266
1032,-0.055764135
1033,-0.062197935
1034,-0.013228355
1035,-0.01018378
1036,-0.03851522
1037,0.0041671055
1038,0.080673106
1039,-0.003465398
1040,-0.071149915
1041,-0.016137926
1042,-0.049137354
1043,-0.0009304162
1044,-0.06705991
1045,0.05834459
1046,-0.039061323
1047,-0.050797753
1048,-0.056840993
1049,0.051831845
1050,0.035085034
1051,-0.03844037
1052,0.08022431
1053,-0.06730576
1054,-0.08256157
1055,-0.067465395
1056,0.040200185
1057,-0.014788645
1058,-0.039472044
1059,0.03935061
1060,0.050659757
1061,-0.04715274
1062,-0.03676099
1063,-0.033198193
1064,-0.030008024
1065,-0.0047341874
1066,0.016055496
1067,-0.06651596
1068,-0.041510142
1069,-0.05873045
1070,-0.05509445
1071,-0.04639956
1072,-0.06054332
1073,0.011109684
1074,0.020314949
1075,-0.038927607
1076,-0.049516775
1077,-0.044625208
1078,-0.070115045
1079,-0.03049039
1080,-0.09922533
1081,-0.009557519
1082,-0.058794722
1083,-0.07742732
1084,-0.018624377
1085,-0.026078373
1086,-0.028025042
1087,-0.0105097005
1088,0.004295989
1089,-0.0569875
1090,0.00040123868
1091,-0.04046047
1092,-0.09646113
1093,-0.059605144
1094,-0.06080662
1095,-0.043688618
1096,-0.037876993
1097,0.049314238
1098,0.026146857
1099,-0.042108096
1100,0.004486693
1101,0.027492223
1102,-0.007240193
1103,-0.070083566
1104,-0.009853665
1105,0.00016504622
1106,0.026989521
1107,0.013858017
1108,-0.046259962
1109,0.015672931
1110,-0.0028673098
1111,-0.021913989
1112,0.013954214
1113,-0.034141243
1114,-0.038214557
1115,0.0034686765
1116,-0.025311861
1117,0.13641773
1118,0.00048690886
1119,0.009654508
1120,-0.0012161972
1121,-0.014916288
1122,-0.00584674
1123,-0.025766475
1124,-0.024765728
1125,-0.045092985
1126,-0.0831868
1127,-0.061628684
1128,-0.03335725
1129,-0.0042123985
1130,0.025868246
1131,-0.0064127184
1132,-0.0053892727
1133,-0.05956575
1134,-6.604308e-05
1135,0.07439628
1136,-0.015236663
1137,0.08114727
1138,0.04414159
1139,-0.03390168
1140,-0.03264166
1141,-0.03815453
1142,0.030616831
1143,-0.05008077
1144,-0.054882467
1145,-0.033594504
1146,-0.051140502
1147,0.046653036
1148,-0.0011248563
1149,-0.03123308
1150,-0.01205105
1151,-0.037956204
1152,-0.042265967
1153,-0.030916655
1154,0.023616806
1155,0.006545615
1156,-0.0052265497
1157,-0.019805303
1158,-0.016576733
1159,-0.041311838
1160,-0.06566817
1161,-0.06196356
1162,-0.03690596
1163,0.0038570696
1164,-0.064961396
1165,-0.041741494
1166,0.06312765
1167,-0.033861008
1168,-0.053554475
1169,0.047027107
1170,-0.030950096
1171,-0.00842894
1172,-0.06785155
1173,-0.027467903
1174,-0.03372247
1175,-0.044961512
1176,-0.04449346
1177,0.0385166
1178,-0.009517511
1179,-0.038002454
1180,0.044013347
1181,-0.06700458
1182,-0.04237905
1183,-0.06780251
1184,0.06898412
1185,-0.03793139
1186,-0.03835548
1187,-0.006854423
1188,0.0056936527
1189,-0.002895107
1190,-0.041955262
1191,-0.022345584
1192,-0.036336076
1193,-0.0026641523
1194,0.0597439
1195,-0.041432153
1196,-0.041181523
1197,-0.06698005
1198,-0.022108708
1199,-0.047930818
1200,-0.040746033
