Sno,Weight
0,0.041302044
1,0.040990237
2,0.03676437
3,0.054187912
4,-0.06439928
5,0.04635889
6,0.012551577
7,0.044638213
8,0.045516364
9,0.06580421
10,-0.040170185
11,-0.05799066
12,0.05655833
13,0.047683608
14,0.055063643
15,0.05953623
16,0.051915884
17,0.053722315
18,0.069575146
19,0.054826286
20,0.0004743525
21,0.013067334
22,0.0036886528
23,0.006449083
24,0.05341585
25,0.048027582
26,0.03239992
27,0.051757254
28,0.022452675
29,-0.046270262
30,-0.017101794
31,-0.008809961
32,0.056728844
33,0.0092428615
34,0.036613353
35,0.047169704
36,0.00588544
37,0.0034538112
38,-0.0031450589
39,0.0019199387
40,0.024338776
41,0.08633053
42,-0.053557523
43,-0.008020467
44,0.035644926
45,0.07218046
46,0.04019634
47,0.04669464
48,0.08524882
49,-0.015804563
50,-0.060871832
51,0.033808246
52,0.042852122
53,0.06906484
54,0.065342344
55,0.045853153
56,0.009401972
57,-0.0003982851
58,-0.0038495017
59,-0.0022453982
60,0.07992216
61,-0.014973642
62,-0.021690655
63,-0.035893243
64,-0.009207873
65,0.0008298331
66,-0.00048307297
67,-0.015765196
68,0.064432345
69,0.05576696
70,0.044258308
71,0.06235573
72,0.053691167
73,0.030313905
74,0.042764768
75,0.05205976
76,0.054933693
77,0.058695287
78,0.05374812
79,0.06280585
80,0.067283005
81,0.07043982
82,0.061408013
83,0.066626504
84,-0.010684912
85,-0.016588507
86,-0.0002490573
87,-0.01854129
88,-0.008873551
89,0.0065309433
90,-0.01489621
91,-0.00962426
92,0.0037517976
93,0.0112688225
94,0.003091278
95,-0.014086859
96,0.07522427
97,0.065738015
98,0.052697543
99,0.05373878
100,0.042008437
101,0.06013073
102,0.04525024
103,0.036442064
104,0.08014574
105,0.047608364
106,0.042335913
107,0.05232317
108,0.032585394
109,0.063198924
110,0.040128727
111,0.044513695
112,-0.001765639
113,-0.013450888
114,-0.011049735
115,0.0058958256
116,-0.043549724
117,0.12581362
118,0.037195347
119,-0.07162292
120,0.044678047
121,0.06621894
122,0.053738024
123,0.058451522
124,-0.0013220515
125,-0.012137925
126,-0.015679153
127,-0.0047025727
128,0.031468246
129,0.031098105
130,0.027643703
131,0.06030229
132,0.022488814
133,0.059459697
134,0.021225404
135,0.010105042
136,0.07192965
137,0.07524729
138,0.042026374
139,0.041065976
140,0.061801344
141,0.061905712
142,0.048084382
143,0.055904087
144,0.03878228
145,0.06362822
146,0.05785144
147,0.04003061
148,0.048778355
149,0.031590175
150,0.030090587
151,0.049651567
152,0.05259875
153,0.049138997
154,0.06464219
155,0.061162043
156,0.08138684
157,0.047203474
158,0.0704599
159,0.06636113
160,0.040252753
161,-0.038642466
162,0.039445512
163,0.028615305
164,0.058686696
165,0.049667183
166,0.073482476
167,0.067547135
168,0.057435498
169,0.054403853
170,0.048482656
171,0.0720942
172,0.06523361
173,0.056496665
174,0.05903301
175,0.05259587
176,0.03986528
177,0.07283093
178,0.04812828
179,0.041061886
180,0.036925066
181,0.066095956
182,0.039297845
183,0.060092382
184,0.010399825
185,-0.006846023
186,-0.01175006
187,-0.006003228
188,0.05086082
189,0.05717364
190,0.05212359
191,0.06751897
192,0.0022558216
193,-0.005261227
194,-0.007351121
195,-0.012629443
196,-0.0063647875
197,-0.0046545393
198,-0.0004991101
199,0.0005267889
200,-0.010056672
201,-0.0014137762
202,-0.0033768346
203,-0.0033929055
204,0.048204914
205,0.042349804
206,0.033582766
207,0.0033953509
208,0.0010682907
209,0.014690477
210,-0.006692311
211,-0.01194462
212,0.0020886646
213,-0.0071627083
214,0.014537464
215,0.002542391
216,0.011058795
217,-0.0153774135
218,0.0017165748
219,-0.016696792
220,0.009392183
221,-0.0052810516
222,-0.015235957
223,-0.0052241352
224,0.051062856
225,0.07152925
226,0.06359033
227,0.06665224
228,0.043149076
229,0.041897517
230,0.03000908
231,0.0073958975
232,-0.0041117948
233,0.008668943
234,-0.016842023
235,-0.006460995
236,0.05447414
237,0.047374528
238,0.05200658
239,0.038043145
240,-0.008515567
241,-0.0042701405
242,-0.01828357
243,0.002275665
244,0.07405776
245,0.06559194
246,0.06323729
247,0.060292874
248,0.053372484
249,0.058979537
250,0.067839876
251,0.052000552
252,0.0569741
253,0.055205807
254,0.05492388
255,0.05643155
256,0.05556105
257,0.0029913217
258,0.019656926
259,0.045457006
260,-0.010454363
261,-0.013993387
262,-0.007946042
263,-0.0074226675
264,0.04831342
265,0.06774698
266,0.039099894
267,0.053352386
268,-0.0128078945
269,-0.009175343
270,0.0064174766
271,-0.0021568858
272,0.074635096
273,0.07628086
274,0.06484324
275,0.05628461
276,0.016374534
277,-0.049827117
278,-0.006911185
279,0.046559855
280,-0.0052044126
281,-0.0074922526
282,0.004883296
283,-0.00573805
284,-0.00527476
285,-0.005863494
286,-0.0055472115
287,0.004835441
288,0.025413124
289,0.040656306
290,-0.025880909
291,0.04795715
292,-0.058773722
293,0.110370755
294,0.061024256
295,-0.008361901
296,0.005287028
297,0.052038983
298,-0.007936435
299,0.0047518034
300,0.044335898
301,0.04445775
302,0.067369305
303,0.039880123
304,0.0008280439
305,-0.0011385517
306,-0.0055171126
307,0.0058140075
308,0.0803945
309,0.058381688
310,0.05842519
311,0.07430301
312,0.07108928
313,0.009349642
314,-0.06986069
315,0.013261264
316,0.03968259
317,0.030222612
318,0.047457032
319,0.049809303
320,0.06180434
321,0.059900936
322,0.041420244
323,0.06306623
324,-0.033248153
325,-0.018600564
326,-0.00736184
327,0.066300444
328,0.04578453
329,0.044451263
330,0.054610092
331,0.036711488
332,-0.0015294354
333,0.007436801
334,-0.0076525896
335,0.005713545
336,0.008452145
337,-0.0031812694
338,-0.013363782
339,-0.004775934
340,0.065816894
341,0.035021257
342,0.04474493
343,0.055460706
344,0.044193793
345,0.04921991
346,0.06453391
347,0.0368414
348,0.06839601
349,0.04509156
350,0.025563905
351,0.061366577
352,0.045398608
353,0.044600453
354,0.04305468
355,0.05929861
356,-0.001626547
357,0.05381096
358,-0.026401727
359,-0.025590511
360,0.061002742
361,0.05079118
362,0.040894374
363,0.06697317
364,0.053641178
365,0.057773992
366,0.063262336
367,0.03726569
368,0.057305202
369,0.04415868
370,0.05129555
371,0.05286049
372,0.06743802
373,0.07984776
374,0.0555798
375,0.075836025
376,-0.008221981
377,-0.0017069094
378,0.010571689
379,-0.0050068772
380,-0.058345925
381,0.15274633
382,0.056947585
383,-0.028594255
384,-0.005844133
385,-0.008180148
386,-0.009901222
387,-0.014715373
388,0.06039556
389,0.048711196
390,0.0382051
391,0.056710217
392,0.07109437
393,-0.06027301
394,-0.05649159
395,0.072902836
396,0.06562842
397,0.061977584
398,0.0654576
399,0.05619057
400,0.0074899513
401,-0.007947584
402,0.0004968199
403,-0.0049620196
404,-0.011446277
405,-0.016131368
406,-0.009172532
407,0.0025357818
408,-0.011477151
409,-0.001341384
410,-0.004331681
411,4.7454912e-05
412,-0.0014508121
413,-0.011453488
414,-0.017716771
415,0.006776788
416,0.04682106
417,0.03972225
418,0.05297372
419,0.055872425
420,0.061460104
421,0.072766766
422,0.06575641
423,0.06999869
424,0.019271862
425,0.104732975
426,-0.020281248
427,0.0033943316
428,0.060775302
429,0.06350758
430,0.05796761
431,0.06255788
432,0.046582997
433,0.074133575
434,0.06921453
435,0.05011098
436,0.061961293
437,0.061456583
438,0.039607156
439,0.046929087
440,0.05093886
441,0.04933365
442,0.03428961
443,0.056337617
444,-0.0035452528
445,0.0017197026
446,-0.0014915175
447,-0.005929846
448,0.060654063
449,0.045012955
450,0.05484033
451,0.061023694
452,-0.0025276518
453,-0.017133972
454,4.8603393e-05
455,0.010883795
456,0.044485006
457,0.07246451
458,0.040594403
459,0.03822377
460,0.005609294
461,0.010717378
462,-0.0038514105
463,-0.0007618082
464,0.0041416097
465,-0.008802404
466,-0.012505469
467,0.013818402
468,-0.04894926
469,0.04749774
470,-0.022290023
471,0.0542955
472,0.052079294
473,0.053098105
474,0.028507033
475,0.05135802
476,0.037966195
477,0.06712195
478,0.03174255
479,-0.033734903
480,0.05846218
481,0.048064772
482,0.06450969
483,0.049278542
484,0.06854796
485,0.054326512
486,0.05597498
487,0.06286801
488,0.041227557
489,0.05495137
490,0.054052513
491,0.027226062
492,0.0056997444
493,0.004939605
494,-0.0061454005
495,-0.0017409308
496,0.03347659
497,0.049677268
498,0.0651083
499,0.058990847
500,0.05280395
501,0.028502317
502,0.045962356
503,0.042966977
504,7.4843556e-06
505,0.013407195
506,-0.0030017805
507,-0.01042082
508,-0.015408689
509,-0.0043955655
510,0.013612565
511,0.016937006
512,0.062136777
513,0.058595035
514,0.05513102
515,0.065767445
516,0.055325992
517,0.044918753
518,0.06584808
519,0.041606583
520,0.06879974
521,0.046479955
522,0.04334198
523,0.06433488
524,-0.009072164
525,-0.0042337733
526,-0.0048700473
527,-0.0041528046
528,0.050894555
529,0.0776028
530,0.056366894
531,0.06644957
532,0.05094854
533,0.031216497
534,0.054703962
535,0.0639349
536,0.059379343
537,0.039683744
538,0.04248956
539,0.05512212
540,0.04597963
541,0.048499893
542,0.040364858
543,0.057141986
544,0.044086196
545,0.05944049
546,0.066534616
547,0.049389157
548,0.04139867
549,0.0781643
550,0.06535432
551,0.054496326
552,-0.026644832
553,0.00829127
554,0.008593887
555,0.00043263473
556,0.06624141
557,0.05160929
558,0.029658642
559,0.07340507
560,-0.0071110814
561,0.0043226928
562,-0.0007398975
563,-0.014619474
564,0.044566285
565,0.082029305
566,0.05089396
567,0.04107312
568,0.029527562
569,0.054672014
570,0.04472336
571,0.053561192
572,0.06313637
573,0.047812797
574,0.04650801
575,0.05539797
576,0.07860469
577,0.030888403
578,0.004008934
579,-0.08005529
580,-0.008399663
581,0.0074807047
582,-0.016587809
583,0.006045163
584,0.006601396
585,0.010993443
586,-0.012349051
587,-0.0044256793
588,-0.012994302
589,-0.009050449
590,0.0048713363
591,0.0035185413
592,-0.068564855
593,0.07075485
594,0.016673718
595,0.0069531444
596,-0.014552345
597,-0.012805914
598,0.008316198
599,0.017541785
600,-0.031185621
601,0.1277725
602,0.029680172
603,-0.040353045
604,-0.004503696
605,-0.00602689
606,-0.008571674
607,-0.011238814
608,0.06288728
609,0.08309648
610,0.05282006
611,0.03175628
612,0.050167475
613,0.044411827
614,0.05750065
615,0.043543223
616,0.06767264
617,0.055739682
618,0.060801167
619,0.053195767
620,0.014043289
621,0.0013383799
622,0.0057204673
623,-0.0052858316
624,0.04718359
625,-0.018429244
626,-0.0540863
627,0.06050739
628,0.048547287
629,0.06701011
630,0.052166678
631,0.06703257
632,-0.017149324
633,-0.007244525
634,0.00022020502
635,-0.003398902
636,0.008953114
637,-0.0040291483
638,0.0026567036
639,0.0035475323
640,0.03815789
641,0.051183153
642,0.042392366
643,0.059023272
644,-0.04258905
645,0.11901357
646,-0.0061529935
647,-0.05381187
648,0.055806242
649,0.06726824
650,0.048525587
651,0.03869302
652,0.067856394
653,0.069048084
654,0.040677156
655,0.06677221
656,-0.0015797341
657,-0.011545241
658,-0.0057783597
659,-0.0017242857
660,0.034940284
661,0.028240062
662,0.015031505
663,0.041013543
664,0.05540205
665,-0.037095215
666,-0.050694816
667,0.078374185
668,0.06594071
669,0.06108633
670,0.063211635
671,0.05069321
672,0.010966282
673,-0.01040534
674,-0.003963082
675,0.001552638
676,-0.085740745
677,0.15014097
678,0.04395855
679,-0.04379757
680,-0.048735473
681,-0.09499563
682,-0.10734644
683,-0.068833895
684,0.002971726
685,-0.006864484
686,-0.004481512
687,0.008331565
688,0.0075570443
689,-0.00023287248
690,0.0071392255
691,-0.006108835
692,-0.009796179
693,0.0028672204
694,0.002786036
695,-0.013859529
696,0.033804614
697,0.040807538
698,0.02779939
699,0.028129851
700,0.01807117
701,0.010170292
702,0.0067344783
703,-0.00048417726
704,0.011868726
705,0.0014308293
706,-0.0036199947
707,-0.010222887
708,0.0401438
709,0.070310645
710,0.06923772
711,0.06507174
712,-0.06469501
713,-0.07814589
714,-0.08497698
715,-0.088247366
716,0.0439576
717,0.052343372
718,0.069569655
719,0.055089626
720,0.009769077
721,-0.012930018
722,-0.008507265
723,0.003093398
724,0.04671421
725,0.04456871
726,0.05995416
727,0.06127299
728,-0.06957013
729,0.11604878
730,0.041750517
731,-0.009480578
732,0.046452384
733,0.057031024
734,0.052994918
735,0.052403852
736,0.003476149
737,0.010070217
738,0.009999115
739,0.0035390155
740,0.054820992
741,0.059560202
742,0.050563253
743,0.054753605
744,-0.01563436
745,-0.014459418
746,-0.017215325
747,-0.0025825552
748,0.06334992
749,-0.050704103
750,-0.04653891
751,0.06932689
752,0.055679977
753,0.0764137
754,0.038573105
755,0.065638155
756,0.057160147
757,0.05149595
758,0.040071227
759,0.061851315
760,0.045324195
761,0.05889692
762,-0.0014859887
763,-0.08500583
764,-0.07803213
765,0.10716272
766,0.032743085
767,0.016529977
768,-0.0017239661
769,0.006082322
770,-0.009139893
771,0.011723167
772,-0.013245498
773,0.007803673
774,0.013704963
775,0.009985749
776,0.06441952
777,0.07455758
778,0.072901316
779,0.063606784
780,0.0067564063
781,-0.0027326199
782,0.008368883
783,-0.009774176
784,0.048937023
785,0.062316436
786,0.053547207
787,0.049328573
788,0.0018430694
789,-0.012908928
790,0.00064240815
791,-0.017432254
792,0.04657531
793,0.056245465
794,0.06359208
795,0.07357805
796,-0.022931077
797,-0.06878879
798,-0.0736972
799,-0.037432898
800,-0.0011531622
801,0.0028393716
802,1.2081931e-05
803,-0.0016307423
804,0.06098555
805,0.047236495
806,0.063601576
807,0.0576582
808,-0.04585089
809,-0.006966921
810,0.011973303
811,0.062474247
812,0.063553214
813,0.06534214
814,0.05018467
815,0.06517745
816,0.007518322
817,-0.0017339672
818,0.0040632533
819,0.015966196
820,-0.061131734
821,0.16386656
822,0.022305645
823,-0.06726324
824,0.062020775
825,0.04375623
826,0.05197839
827,0.075287506
828,-0.0007063389
829,0.0005354843
830,-0.0054387744
831,0.005849064
832,0.09751258
833,0.03756281
834,-0.03898503
835,-0.054588906
836,-0.0012107943
837,-0.017759891
838,-0.00440309
839,-0.0040782914
840,0.0629015
841,0.057446618
842,0.06351655
843,0.059607815
844,0.05019951
845,0.075954966
846,0.07210338
847,0.0663918
848,0.055526204
849,0.060875095
850,0.059392508
851,0.05965398
852,0.0552741
853,-0.013854989
854,0.010703672
855,0.054218035
856,-0.00742769
857,0.004584778
858,0.00045747153
859,-0.00095152896
860,-0.01687223
861,0.005556135
862,0.010624003
863,0.0022218586
864,0.027407447
865,0.037240297
866,0.036686953
867,0.06328359
868,0.047462843
869,0.058444224
870,0.028168416
871,0.012586662
872,0.05560983
873,-0.053874645
874,-0.011290379
875,0.043760926
876,0.011265797
877,-0.016433364
878,-0.0047766347
879,0.005652975
880,0.006500832
881,0.0036625164
882,0.012978413
883,-0.017256144
884,0.07949562
885,-0.06564969
886,-0.041370884
887,0.06273921
888,-0.027873049
889,0.020364756
890,0.0039928122
891,0.004917213
892,-0.017891476
893,-0.00037354173
894,0.0017297678
895,-0.002160877
896,0.065589234
897,0.07164591
898,0.042002533
899,0.05581081
900,0.0093492735
901,0.0018082778
902,0.0025071146
903,-0.0073960917
904,0.047522247
905,0.0431098
906,0.067851335
907,0.059631515
908,0.044301648
909,0.07170675
910,0.061242595
911,0.061357103
912,0.057764374
913,0.05071399
914,0.038296223
915,0.07483255
916,0.053400632
917,0.06514057
918,0.050371666
919,0.02677801
920,0.028606428
